ID,SurNum,Date,File1,Score1,File2,Score2
968088,0,18/10/2021 09:28,118020_gt.jpg,5,118020F_1.jpg,5
968088,0,18/10/2021 09:28,239096_gt.jpg,5,239096B_1.jpg,4
968088,0,18/10/2021 09:28,151087G_4.jpg,5,151087_gt.jpg,4
968088,0,18/10/2021 09:28,022090AF_11.jpg,4,022090_gt.jpg,5
968088,0,18/10/2021 09:28,187029_gt.jpg,5,187029D_3.jpg,2
968088,0,18/10/2021 09:29,025098_gt.jpg,5,025098F_1.jpg,5
968088,0,18/10/2021 09:29,153093AC_2.jpg,5,153093_gt.jpg,4
968088,0,18/10/2021 09:29,022093_gt.jpg,4,022093D_4.jpg,2
968088,0,18/10/2021 09:29,140075_gt.jpg,5,140075AG_3.jpg,3
181195,0,18/10/2021 09:29,118020_gt.jpg,3,118020F_1.jpg,3
181195,0,18/10/2021 09:29,239096_gt.jpg,5,239096B_1.jpg,3
181195,0,18/10/2021 09:30,151087G_4.jpg,5,151087_gt.jpg,4
181195,0,18/10/2021 09:30,022090AF_11.jpg,5,022090_gt.jpg,5
181195,0,18/10/2021 09:30,187029_gt.jpg,5,187029D_3.jpg,4
181195,0,18/10/2021 09:30,025098_gt.jpg,5,025098F_1.jpg,5
181195,0,18/10/2021 09:31,153093AC_2.jpg,4,153093_gt.jpg,5
181195,0,18/10/2021 09:31,022093_gt.jpg,5,022093D_4.jpg,4
181195,0,18/10/2021 09:31,140075_gt.jpg,4,140075AG_3.jpg,5
181195,0,18/10/2021 09:32,056028_gt.jpg,3,056028C_2.jpg,5
181195,0,18/10/2021 09:32,046076AF_11.jpg,3,046076_gt.jpg,5
181195,0,18/10/2021 09:32,323016_gt.jpg,4,323016D_1.jpg,5
181195,0,18/10/2021 09:32,065019_gt.jpg,5,065019Z_2.jpg,4
181195,0,18/10/2021 09:32,376001_gt.jpg,5,376001AD_3.jpg,4
181195,0,18/10/2021 09:33,078019AF_10.jpg,4,078019_gt.jpg,5
181195,0,18/10/2021 09:33,242078_gt.jpg,5,242078F_1.jpg,4
181195,0,18/10/2021 09:33,118035_gt.jpg,5,118035G_1.jpg,5
181195,0,18/10/2021 09:33,015004_gt.jpg,5,015004F_7.jpg,4
